gene_id,sample_id,mutation_type
Gene_0059,Patient_093,nonsense
Gene_0059,Patient_014,nonsense
Gene_0059,Patient_194,nonsense
Gene_0059,Patient_095,nonsense
Gene_0059,Patient_089,missense
Gene_0059,Patient_165,missense
Gene_0059,Patient_010,missense
Gene_0060,Patient_188,frameshift
Gene_0060,Patient_062,frameshift
Gene_0060,Patient_004,frameshift
Gene_0060,Patient_121,nonsense
Gene_0060,Patient_089,nonsense
Gene_0060,Patient_131,missense
Gene_0060,Patient_134,frameshift
Gene_0060,Patient_186,nonsense
Gene_0060,Patient_082,missense
Gene_0060,Patient_156,missense
Gene_0061,Patient_166,nonsense
Gene_0061,Patient_118,nonsense
Gene_0061,Patient_150,frameshift
Gene_0061,Patient_128,missense
Gene_0061,Patient_106,frameshift
Gene_0061,Patient_000,frameshift
Gene_0061,Patient_063,missense
Gene_0061,Patient_092,missense
Gene_0061,Patient_067,missense
Gene_0061,Patient_032,frameshift
Gene_0062,Patient_038,frameshift
Gene_0062,Patient_045,missense
Gene_0062,Patient_092,nonsense
Gene_0062,Patient_191,nonsense
Gene_0062,Patient_173,missense
Gene_0062,Patient_198,frameshift
Gene_0062,Patient_007,nonsense
Gene_0062,Patient_120,missense
Gene_0062,Patient_016,frameshift
Gene_0062,Patient_196,frameshift
Gene_0063,Patient_110,nonsense
Gene_0063,Patient_116,frameshift
Gene_0063,Patient_055,nonsense
Gene_0063,Patient_185,missense
Gene_0063,Patient_195,frameshift
Gene_0063,Patient_130,frameshift
Gene_0063,Patient_146,frameshift
Gene_0063,Patient_078,nonsense
Gene_0063,Patient_111,missense
Gene_0063,Patient_125,missense
Gene_0064,Patient_143,missense
Gene_0064,Patient_171,missense
Gene_0064,Patient_012,nonsense
Gene_0064,Patient_045,nonsense
Gene_0064,Patient_058,frameshift
Gene_0064,Patient_026,frameshift
Gene_0064,Patient_100,missense
Gene_0064,Patient_174,frameshift
Gene_0064,Patient_076,frameshift
Gene_0064,Patient_140,missense
Gene_0065,Patient_124,nonsense
Gene_0065,Patient_092,missense
Gene_0065,Patient_054,missense
Gene_0065,Patient_098,missense
Gene_0065,Patient_107,frameshift
Gene_0065,Patient_170,nonsense
Gene_0065,Patient_034,missense
Gene_0065,Patient_177,missense
Gene_0065,Patient_089,missense
Gene_0065,Patient_048,nonsense
Gene_0066,Patient_175,nonsense
Gene_0066,Patient_195,frameshift
Gene_0066,Patient_157,frameshift
Gene_0066,Patient_111,nonsense
Gene_0066,Patient_044,frameshift
Gene_0066,Patient_008,missense
Gene_0066,Patient_016,frameshift
Gene_0066,Patient_122,missense
Gene_0066,Patient_103,missense
Gene_0066,Patient_113,frameshift
Gene_0067,Patient_076,frameshift
Gene_0067,Patient_197,frameshift
Gene_0067,Patient_141,frameshift
Gene_0067,Patient_116,nonsense
Gene_0067,Patient_119,frameshift
Gene_0067,Patient_142,missense
Gene_0067,Patient_156,frameshift
Gene_0067,Patient_181,frameshift
Gene_0067,Patient_033,frameshift
Gene_0067,Patient_027,nonsense
Gene_0067,Patient_195,nonsense
Gene_0067,Patient_040,frameshift
Gene_0067,Patient_111,nonsense
Gene_0067,Patient_015,nonsense
Gene_0067,Patient_035,nonsense
Gene_0067,Patient_120,frameshift
Gene_0067,Patient_176,frameshift
Gene_0067,Patient_184,missense
Gene_0067,Patient_045,nonsense
Gene_0067,Patient_135,missense
Gene_0067,Patient_007,missense
Gene_0067,Patient_060,frameshift
Gene_0067,Patient_058,nonsense
Gene_0067,Patient_170,frameshift
Gene_0067,Patient_167,frameshift
Gene_0067,Patient_004,frameshift
Gene_0067,Patient_186,frameshift
Gene_0067,Patient_138,frameshift
Gene_0067,Patient_053,frameshift
Gene_0067,Patient_182,nonsense
Gene_0067,Patient_074,nonsense
Gene_0067,Patient_149,nonsense
Gene_0067,Patient_115,nonsense
Gene_0067,Patient_066,missense
Gene_0067,Patient_068,nonsense
Gene_0067,Patient_085,missense
Gene_0067,Patient_012,missense
Gene_0067,Patient_009,nonsense
Gene_0067,Patient_044,frameshift
Gene_0067,Patient_161,nonsense
Gene_0068,Patient_039,missense
Gene_0068,Patient_015,nonsense
Gene_0068,Patient_128,frameshift
Gene_0068,Patient_147,missense
Gene_0068,Patient_180,missense
Gene_0068,Patient_173,missense
Gene_0068,Patient_197,frameshift
Gene_0068,Patient_079,missense
Gene_0068,Patient_135,nonsense
Gene_0068,Patient_125,frameshift
Gene_0069,Patient_051,missense
Gene_0069,Patient_048,frameshift
Gene_0069,Patient_178,nonsense
Gene_0069,Patient_170,nonsense
Gene_0069,Patient_077,missense
Gene_0069,Patient_163,frameshift
Gene_0069,Patient_054,missense
Gene_0069,Patient_003,nonsense
Gene_0069,Patient_105,missense
Gene_0069,Patient_142,missense
Gene_0070,Patient_131,frameshift
Gene_0070,Patient_035,nonsense
Gene_0070,Patient_149,missense
Gene_0070,Patient_032,frameshift
Gene_0070,Patient_080,missense
Gene_0070,Patient_190,frameshift
Gene_0070,Patient_185,frameshift
Gene_0070,Patient_060,missense
Gene_0070,Patient_197,missense
Gene_0070,Patient_045,frameshift
Gene_0071,Patient_192,nonsense
Gene_0071,Patient_110,nonsense
Gene_0071,Patient_074,missense
Gene_0071,Patient_115,missense
Gene_0071,Patient_189,missense
Gene_0071,Patient_117,missense
Gene_0071,Patient_163,frameshift
Gene_0071,Patient_045,nonsense
Gene_0071,Patient_017,frameshift
Gene_0071,Patient_116,nonsense
Gene_0071,Patient_076,missense
Gene_0071,Patient_176,frameshift
Gene_0071,Patient_148,nonsense
Gene_0071,Patient_047,frameshift
Gene_0071,Patient_090,frameshift
Gene_0071,Patient_002,nonsense
Gene_0071,Patient_082,nonsense
Gene_0071,Patient_155,frameshift
Gene_0071,Patient_031,nonsense
Gene_0071,Patient_081,missense
Gene_0071,Patient_086,missense
Gene_0071,Patient_012,frameshift
Gene_0071,Patient_112,nonsense
Gene_0071,Patient_161,missense
Gene_0071,Patient_068,nonsense
Gene_0071,Patient_094,nonsense
Gene_0071,Patient_194,missense
Gene_0071,Patient_021,frameshift
Gene_0071,Patient_041,nonsense
Gene_0071,Patient_134,frameshift
Gene_0071,Patient_179,nonsense
Gene_0071,Patient_139,frameshift
Gene_0071,Patient_162,missense
Gene_0071,Patient_042,missense
Gene_0071,Patient_057,nonsense
Gene_0071,Patient_195,nonsense
Gene_0071,Patient_026,frameshift
Gene_0071,Patient_109,nonsense
Gene_0071,Patient_055,missense
Gene_0071,Patient_034,nonsense
Gene_0072,Patient_063,missense
Gene_0072,Patient_182,nonsense
Gene_0072,Patient_028,missense
Gene_0072,Patient_072,nonsense
Gene_0072,Patient_120,missense
Gene_0072,Patient_172,frameshift
Gene_0072,Patient_176,nonsense
Gene_0072,Patient_157,frameshift
Gene_0072,Patient_125,missense
Gene_0072,Patient_040,missense
Gene_0073,Patient_082,missense
Gene_0073,Patient_100,nonsense
Gene_0073,Patient_077,frameshift
Gene_0073,Patient_154,nonsense
Gene_0073,Patient_005,missense
Gene_0073,Patient_169,nonsense
Gene_0073,Patient_159,frameshift
Gene_0073,Patient_111,frameshift
Gene_0073,Patient_000,missense
Gene_0073,Patient_040,frameshift
Gene_0074,Patient_034,nonsense
Gene_0074,Patient_116,nonsense
Gene_0074,Patient_054,missense
Gene_0074,Patient_049,frameshift
Gene_0074,Patient_042,missense
Gene_0074,Patient_173,frameshift
Gene_0074,Patient_046,missense
Gene_0074,Patient_088,missense
Gene_0074,Patient_171,missense
Gene_0074,Patient_180,missense
Gene_0075,Patient_137,nonsense
Gene_0075,Patient_008,frameshift
Gene_0075,Patient_033,frameshift
Gene_0075,Patient_101,missense
Gene_0075,Patient_000,frameshift
Gene_0075,Patient_111,frameshift
Gene_0075,Patient_045,nonsense
Gene_0075,Patient_003,missense
Gene_0075,Patient_061,nonsense
Gene_0075,Patient_028,nonsense
Gene_0076,Patient_183,frameshift
Gene_0076,Patient_169,missense
Gene_0076,Patient_037,missense
Gene_0076,Patient_156,frameshift
Gene_0076,Patient_138,missense
Gene_0076,Patient_049,nonsense
Gene_0076,Patient_197,missense
Gene_0076,Patient_190,frameshift
Gene_0076,Patient_017,frameshift
Gene_0076,Patient_030,missense
Gene_0077,Patient_076,missense
Gene_0077,Patient_002,missense
Gene_0077,Patient_111,nonsense
Gene_0077,Patient_170,missense
Gene_0077,Patient_017,missense
Gene_0077,Patient_140,frameshift
Gene_0077,Patient_105,nonsense
Gene_0077,Patient_083,missense
Gene_0077,Patient_139,missense
Gene_0077,Patient_134,nonsense
Gene_0078,Patient_101,frameshift
Gene_0078,Patient_121,missense
Gene_0078,Patient_182,missense
Gene_0078,Patient_172,nonsense
Gene_0078,Patient_077,frameshift
Gene_0078,Patient_105,frameshift
Gene_0078,Patient_159,nonsense
Gene_0078,Patient_066,frameshift
Gene_0078,Patient_157,missense
Gene_0078,Patient_145,missense
Gene_0078,Patient_189,nonsense
Gene_0078,Patient_020,missense
Gene_0078,Patient_017,missense
Gene_0078,Patient_193,frameshift
Gene_0078,Patient_195,missense
Gene_0078,Patient_139,missense
Gene_0078,Patient_031,missense
Gene_0078,Patient_178,missense
Gene_0078,Patient_181,frameshift
Gene_0078,Patient_076,nonsense
Gene_0078,Patient_188,frameshift
Gene_0078,Patient_084,nonsense
Gene_0078,Patient_175,nonsense
Gene_0078,Patient_163,frameshift
Gene_0078,Patient_057,nonsense
Gene_0078,Patient_094,nonsense
Gene_0078,Patient_147,nonsense
Gene_0078,Patient_003,nonsense
Gene_0078,Patient_029,missense
Gene_0078,Patient_085,missense
Gene_0078,Patient_062,missense
Gene_0078,Patient_043,missense
Gene_0078,Patient_059,missense
Gene_0078,Patient_042,missense
Gene_0078,Patient_150,missense
Gene_0078,Patient_011,missense
Gene_0078,Patient_005,nonsense
Gene_0078,Patient_095,nonsense
Gene_0078,Patient_072,frameshift
Gene_0078,Patient_173,missense
Gene_0079,Patient_003,missense
Gene_0079,Patient_193,nonsense
Gene_0079,Patient_008,nonsense
Gene_0079,Patient_046,frameshift
Gene_0079,Patient_196,nonsense
Gene_0079,Patient_182,frameshift
Gene_0079,Patient_181,nonsense
Gene_0079,Patient_019,missense
Gene_0079,Patient_028,nonsense
Gene_0079,Patient_078,frameshift
Gene_0080,Patient_060,nonsense
Gene_0080,Patient_093,missense
Gene_0080,Patient_113,nonsense
Gene_0080,Patient_178,nonsense
Gene_0080,Patient_092,frameshift
Gene_0080,Patient_149,frameshift
Gene_0080,Patient_025,missense
Gene_0080,Patient_140,frameshift
Gene_0080,Patient_051,frameshift
Gene_0080,Patient_165,missense
Gene_0081,Patient_181,missense
Gene_0081,Patient_109,frameshift
Gene_0081,Patient_068,missense
Gene_0081,Patient_005,frameshift
Gene_0081,Patient_174,nonsense
Gene_0081,Patient_092,missense
Gene_0081,Patient_098,nonsense
Gene_0081,Patient_039,nonsense
Gene_0081,Patient_117,missense
Gene_0081,Patient_188,missense
Gene_0081,Patient_191,missense
Gene_0081,Patient_100,frameshift
Gene_0081,Patient_131,missense
Gene_0081,Patient_016,missense
Gene_0081,Patient_136,frameshift
Gene_0081,Patient_144,frameshift
Gene_0081,Patient_020,nonsense
Gene_0081,Patient_057,frameshift
Gene_0081,Patient_042,nonsense
Gene_0081,Patient_079,nonsense
Gene_0081,Patient_002,frameshift
Gene_0081,Patient_022,missense
Gene_0081,Patient_071,frameshift
Gene_0081,Patient_001,missense
Gene_0081,Patient_030,missense
Gene_0081,Patient_045,frameshift
Gene_0081,Patient_014,frameshift
Gene_0081,Patient_091,nonsense
Gene_0081,Patient_167,nonsense
Gene_0081,Patient_033,missense
Gene_0081,Patient_132,frameshift
Gene_0081,Patient_089,missense
Gene_0081,Patient_151,nonsense
Gene_0081,Patient_013,missense
Gene_0081,Patient_149,nonsense
Gene_0081,Patient_180,nonsense
Gene_0081,Patient_011,nonsense
Gene_0081,Patient_073,missense
Gene_0081,Patient_008,nonsense
Gene_0081,Patient_168,frameshift
Gene_0082,Patient_167,missense
Gene_0082,Patient_146,nonsense
Gene_0082,Patient_152,frameshift
Gene_0082,Patient_009,frameshift
Gene_0082,Patient_017,nonsense
Gene_0082,Patient_130,frameshift
Gene_0082,Patient_156,missense
Gene_0082,Patient_175,missense
Gene_0082,Patient_035,missense
Gene_0082,Patient_166,missense
Gene_0083,Patient_083,nonsense
Gene_0083,Patient_122,nonsense
Gene_0083,Patient_033,frameshift
Gene_0083,Patient_103,frameshift
Gene_0083,Patient_114,nonsense
Gene_0083,Patient_156,frameshift
Gene_0083,Patient_041,nonsense
Gene_0083,Patient_070,frameshift
Gene_0083,Patient_076,frameshift
Gene_0083,Patient_022,nonsense
Gene_0084,Patient_041,missense
Gene_0084,Patient_093,nonsense
Gene_0084,Patient_146,frameshift
Gene_0084,Patient_001,frameshift
Gene_0084,Patient_167,frameshift
Gene_0084,Patient_107,frameshift
Gene_0084,Patient_143,frameshift
Gene_0084,Patient_194,nonsense
Gene_0084,Patient_079,nonsense
Gene_0084,Patient_086,frameshift
Gene_0085,Patient_056,frameshift
Gene_0085,Patient_039,frameshift
Gene_0085,Patient_135,missense
Gene_0085,Patient_182,missense
Gene_0085,Patient_139,nonsense
Gene_0085,Patient_002,missense
Gene_0085,Patient_057,missense
Gene_0085,Patient_189,frameshift
Gene_0085,Patient_181,frameshift
Gene_0085,Patient_021,missense
Gene_0086,Patient_067,missense
Gene_0086,Patient_008,nonsense
Gene_0086,Patient_070,nonsense
Gene_0086,Patient_050,frameshift
Gene_0086,Patient_084,nonsense
Gene_0086,Patient_099,nonsense
Gene_0086,Patient_167,frameshift
Gene_0086,Patient_156,nonsense
Gene_0086,Patient_058,nonsense
Gene_0086,Patient_137,nonsense
Gene_0087,Patient_137,missense
Gene_0087,Patient_160,frameshift
Gene_0087,Patient_020,nonsense
Gene_0087,Patient_068,missense
Gene_0087,Patient_002,missense
Gene_0087,Patient_173,missense
Gene_0087,Patient_019,nonsense
Gene_0087,Patient_043,frameshift
Gene_0087,Patient_128,missense
Gene_0087,Patient_042,frameshift
Gene_0088,Patient_077,nonsense
Gene_0088,Patient_014,missense
Gene_0088,Patient_113,missense
Gene_0088,Patient_099,missense
Gene_0088,Patient_005,missense
Gene_0088,Patient_156,frameshift
Gene_0088,Patient_078,missense
Gene_0088,Patient_028,nonsense
Gene_0088,Patient_060,missense
Gene_0088,Patient_061,nonsense
Gene_0088,Patient_195,missense
Gene_0088,Patient_107,missense
Gene_0088,Patient_002,nonsense
Gene_0088,Patient_057,frameshift
Gene_0088,Patient_115,frameshift
Gene_0088,Patient_094,nonsense
Gene_0088,Patient_164,missense
Gene_0088,Patient_022,missense
Gene_0088,Patient_021,frameshift
Gene_0088,Patient_047,missense
Gene_0088,Patient_011,nonsense
Gene_0088,Patient_029,missense
Gene_0088,Patient_004,missense
Gene_0088,Patient_194,nonsense
Gene_0088,Patient_016,nonsense
Gene_0088,Patient_197,frameshift
Gene_0088,Patient_152,nonsense
Gene_0088,Patient_140,nonsense
Gene_0088,Patient_144,missense
Gene_0088,Patient_169,missense
Gene_0088,Patient_151,nonsense
Gene_0088,Patient_174,missense
Gene_0088,Patient_165,missense
Gene_0088,Patient_033,nonsense
Gene_0088,Patient_135,nonsense
Gene_0088,Patient_132,frameshift
Gene_0088,Patient_160,missense
Gene_0088,Patient_122,frameshift
Gene_0088,Patient_175,frameshift
Gene_0088,Patient_142,missense
Gene_0089,Patient_054,missense
Gene_0089,Patient_177,missense
Gene_0089,Patient_086,frameshift
Gene_0089,Patient_178,missense
Gene_0089,Patient_189,frameshift
Gene_0089,Patient_083,nonsense
Gene_0089,Patient_197,frameshift
Gene_0089,Patient_119,missense
Gene_0089,Patient_004,frameshift
Gene_0089,Patient_079,nonsense
Gene_0090,Patient_122,nonsense
Gene_0090,Patient_081,nonsense
Gene_0090,Patient_036,nonsense
Gene_0090,Patient_137,nonsense
Gene_0090,Patient_167,nonsense
Gene_0090,Patient_179,frameshift
Gene_0090,Patient_096,nonsense
Gene_0090,Patient_062,nonsense
Gene_0090,Patient_163,nonsense
Gene_0090,Patient_162,missense
Gene_0091,Patient_061,missense
Gene_0091,Patient_068,missense
Gene_0091,Patient_054,nonsense
Gene_0091,Patient_112,missense
Gene_0091,Patient_023,missense
Gene_0091,Patient_144,missense
Gene_0091,Patient_155,missense
Gene_0091,Patient_152,frameshift
Gene_0091,Patient_063,nonsense
Gene_0091,Patient_044,nonsense
Gene_0092,Patient_147,frameshift
Gene_0092,Patient_144,missense
Gene_0092,Patient_096,nonsense
Gene_0092,Patient_025,frameshift
Gene_0092,Patient_104,nonsense
Gene_0092,Patient_174,nonsense
Gene_0092,Patient_030,missense
Gene_0092,Patient_188,nonsense
Gene_0092,Patient_015,nonsense
Gene_0092,Patient_184,missense
Gene_0093,Patient_035,nonsense
Gene_0093,Patient_089,frameshift
Gene_0093,Patient_171,missense
Gene_0093,Patient_156,frameshift
Gene_0093,Patient_010,frameshift
Gene_0093,Patient_159,frameshift
Gene_0093,Patient_153,nonsense
Gene_0093,Patient_198,frameshift
Gene_0093,Patient_140,nonsense
Gene_0093,Patient_137,frameshift
Gene_0094,Patient_167,nonsense
Gene_0094,Patient_100,missense
Gene_0094,Patient_146,nonsense
Gene_0094,Patient_176,frameshift
Gene_0094,Patient_157,missense
Gene_0094,Patient_188,frameshift
Gene_0094,Patient_196,nonsense
Gene_0094,Patient_076,missense
Gene_0094,Patient_089,nonsense
Gene_0094,Patient_094,frameshift
Gene_0094,Patient_168,nonsense
Gene_0094,Patient_117,frameshift
Gene_0094,Patient_185,frameshift
Gene_0094,Patient_090,nonsense
Gene_0094,Patient_195,frameshift
Gene_0094,Patient_137,nonsense
Gene_0094,Patient_063,missense
Gene_0094,Patient_078,nonsense
Gene_0094,Patient_088,missense
Gene_0094,Patient_095,frameshift
Gene_0094,Patient_115,frameshift
Gene_0094,Patient_002,nonsense
Gene_0094,Patient_163,frameshift
Gene_0094,Patient_198,nonsense
Gene_0094,Patient_187,frameshift
Gene_0094,Patient_072,nonsense
Gene_0094,Patient_119,frameshift
Gene_0094,Patient_143,frameshift
Gene_0094,Patient_049,missense
Gene_0094,Patient_098,missense
Gene_0094,Patient_083,missense
Gene_0094,Patient_139,frameshift
Gene_0094,Patient_121,frameshift
Gene_0094,Patient_046,frameshift
Gene_0094,Patient_108,nonsense
Gene_0094,Patient_048,missense
Gene_0094,Patient_158,frameshift
Gene_0094,Patient_003,missense
Gene_0094,Patient_084,nonsense
Gene_0094,Patient_112,nonsense
Gene_0095,Patient_041,frameshift
Gene_0095,Patient_191,missense
Gene_0095,Patient_147,frameshift
Gene_0095,Patient_072,frameshift
Gene_0095,Patient_194,missense
Gene_0095,Patient_047,missense
Gene_0095,Patient_174,frameshift
Gene_0095,Patient_012,nonsense
Gene_0095,Patient_189,nonsense
Gene_0095,Patient_008,nonsense
Gene_0096,Patient_170,nonsense
Gene_0096,Patient_060,frameshift
Gene_0096,Patient_019,nonsense
Gene_0096,Patient_025,missense
Gene_0096,Patient_087,missense
Gene_0096,Patient_119,frameshift
Gene_0096,Patient_001,missense
Gene_0096,Patient_164,frameshift
Gene_0096,Patient_053,nonsense
Gene_0096,Patient_123,nonsense
Gene_0097,Patient_079,missense
Gene_0097,Patient_134,frameshift
Gene_0097,Patient_159,missense
Gene_0097,Patient_044,frameshift
Gene_0097,Patient_130,missense
Gene_0097,Patient_099,missense
Gene_0097,Patient_198,missense
Gene_0097,Patient_129,nonsense
Gene_0097,Patient_160,missense
Gene_0097,Patient_199,frameshift
Gene_0098,Patient_059,nonsense
Gene_0098,Patient_025,missense
Gene_0098,Patient_123,nonsense
Gene_0098,Patient_009,nonsense
Gene_0098,Patient_168,frameshift
Gene_0098,Patient_035,frameshift
Gene_0098,Patient_013,missense
Gene_0098,Patient_148,missense
Gene_0098,Patient_166,missense
Gene_0098,Patient_170,frameshift
Gene_0098,Patient_131,frameshift
Gene_0098,Patient_107,frameshift
Gene_0098,Patient_034,nonsense
Gene_0098,Patient_194,nonsense
Gene_0098,Patient_186,frameshift
Gene_0098,Patient_179,missense
Gene_0098,Patient_147,nonsense
Gene_0098,Patient_125,missense
Gene_0098,Patient_136,missense
Gene_0098,Patient_191,nonsense
Gene_0098,Patient_163,missense
Gene_0098,Patient_141,missense
Gene_0098,Patient_005,frameshift
Gene_0098,Patient_160,frameshift
Gene_0098,Patient_027,missense
Gene_0098,Patient_071,missense
Gene_0098,Patient_084,nonsense
Gene_0098,Patient_053,missense
Gene_0098,Patient_029,frameshift
Gene_0098,Patient_032,nonsense
Gene_0098,Patient_113,nonsense
Gene_0098,Patient_050,missense
Gene_0098,Patient_192,frameshift
Gene_0098,Patient_079,missense
Gene_0098,Patient_040,nonsense
Gene_0098,Patient_101,frameshift
Gene_0098,Patient_102,frameshift
Gene_0098,Patient_066,missense
Gene_0098,Patient_149,missense
Gene_0098,Patient_047,missense
Gene_0099,Patient_170,missense
Gene_0099,Patient_164,missense
Gene_0099,Patient_084,nonsense
Gene_0099,Patient_129,missense
Gene_0099,Patient_139,nonsense
Gene_0099,Patient_177,missense
Gene_0099,Patient_065,missense
Gene_0099,Patient_072,missense
Gene_0099,Patient_010,frameshift
Gene_0099,Patient_081,frameshift
Gene_0100,Patient_190,missense
